id,name,houseLink,pictureurl,area,road,year,totlefloor,floor,lfloors,size,room,hall,bath,totalprice,type,lands,blan,parking
1671,中正古亭典藏豪邸,https://buy.yungching.com.tw/house/4739614,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCs0BFY9ZWDxzmDWGEBxET8ZLtX_TDR41iswMQsFhxNsDLq6yJkOmXRpqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中正區,三元街,8.2,11.0,2 , 2,108.4,4.0,2.0,3.5,6800,住宅大樓,16.08,53.72,(含車位17.94坪)
1672,奇岩捷運收租金店,https://buy.yungching.com.tw/house/4739695,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu4iW8RpGfz8N4yc-w_J_EC2xKxnO5tLU2WZIoUYHjoFEGIPlsMIG6iqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQMQDLL6rbVXv1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,北投區,崇仁路一段,43.3,4.0,1 , 1,23.16,0.0,0.0,1.0,2180,店面,6.66,23.16,
1673,首耀方正河景坡車,https://buy.yungching.com.tw/house/4739751,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtg0JsNmRzXUnDjODny2-cgmbT2LRn-EqxWn3l1pJoaHRztWljl8DufqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,萬華區,康定路,9.9,15.0,8 , 8,51.56,2.0,2.0,2.0,3300,住宅大樓,3.36,25.02,(含車位7.23坪)
1674,西門商四透天金店,https://buy.yungching.com.tw/house/4739772,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtv8BY58GFxzgX4l88J22JX0ALVn5Fjiwq1H_ZF4fki4F00oSx4dBWAqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,萬華區,隆昌街,43.4,5.0,1 , 5,238.55,15.0,3.0,13.0,17288,透天厝,59.59,238.55,
1675,寶徠花園朝北綠蔭,https://buy.yungching.com.tw/house/4739910,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCumY1cLvCkZGIFNUxNkVjpA9PjfBsP2C1F0Mjr9j_GTaB6250OCPtV5qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,信義區,信義路五段,13.7,27.0,3 , 3,126.03,5.0,2.0,3.0,23800,住宅大樓,17.97,66.37,(含車位19.85坪)
1676,A4最讚戶別富筑,https://buy.yungching.com.tw/house/4739936,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCt8HCMfLewQVAxc7NPSeKhGVcJvlrp4trVjQA9XONuJJkL5isV2m185qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQOerGW0pNKhOBor3t2Wdcdsohgr466lsI4410yCnS-aUpeVeidSmPyiRo7k2t0M4h&width=480&height=0,大安區,,,8.0,4 , 4,13.71,1.0,1.0,1.0,1858,華廈,2.97,7.81,
1677,重陽黃金二樓,https://buy.yungching.com.tw/house/4740116,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsr2-xe0Uy-IvOhzAcB_Eq_8DH6dqZHQYQQEwahynLXoYD9EfnitLYDqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,南港區,重陽路,31.7,5.0,2 , 2,56.32,0.0,0.0,2.0,2380,工廠,20.76,36.32,(含車位13.22坪)
1678,日日好日璞園建設,https://buy.yungching.com.tw/house/4740194,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuXLyrRrfrupCa4l1ToEyoeqv0eWKi0Uc9NYHgGjagI0-lK5qwLXYMTqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中山區,中山北路一段,4.1,10.0,3 , 3,24.81,1.0,1.0,1.0,2230,辦公商業大樓,3.3,14.9,
1679,美校百坪露台豪邸,https://buy.yungching.com.tw/house/4740206,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCt6FXxAEgbxqSP-VMM4ELv-1ixKPvcTg3cM9E4WkuRzMwq_A6yU10SkqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,士林區,天母西路,7.4,7.0,3 , 3,124.43,4.0,2.0,4.0,12800,華廈,22.89,60.68,(含車位10.68坪)
1680,天母西吉祥住辦,https://buy.yungching.com.tw/house/4740215,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu0T2Z5TBTVjuX0dzjmkBeoD25k7hP9T0C5u8IAsYKXjanWL0NFyvMJqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,士林區,天母西路,7.5,7.0,B1 , 1,99.83,2.0,1.0,1.0,13500,華廈,8.29,66.34,(含車位21.35坪)
1681,附中高樓出租菁選,https://buy.yungching.com.tw/house/4740379,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCshUs1DZrvcZ3cUD_-J_4Dc4UA1nSGKxpurz-E3wO_6FOdaAu2sPp7bqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQsZu2OGHf6on1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大安區,信義路三段,14.0,14.0,11 , 11,11.73,1.0,0.0,1.0,1788,住宅大樓,,7.11,
1682,戀戀小資族店面,https://buy.yungching.com.tw/house/4740866,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuLsgOs1fK5Urw6cEc5o7l4K-TashxP8N81ypJV1gWgP7WVMg2HQMmQqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中山區,明水路,22.0,12.0,1 , 1,22.41,1.0,2.0,1.0,2980,店面,6.46,17.92,
1683,捷運東門超商金店,https://buy.yungching.com.tw/house/4741700,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtT5JHxvt0Ks0nlfX0mHaxIxEeN7a-_XQjW3EyOkIXLF2E-mqIh1XeAqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中正區,信義路二段,42.7,12.0,1 , 1,84.31,0.0,0.0,2.0,17800,店面,6.98,71.49,
1684,捷運電梯方正兩房,https://buy.yungching.com.tw/house/4741840,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCv5aJfYaabSJmh0Ytf2N4eUXVVdK2HbymnO0LY09uIf3oSh_IPxp9ZUqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中山區,林森北路,36.5,13.0,8 , 8,16.54,2.0,2.0,1.0,868,住宅大樓,1.55,13.55,
1685,璽朵瑞安精品車位,https://buy.yungching.com.tw/house/4741939,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCto3tcNSpl01WscwdiLNPYw-1bEgGDLAh1sWnUH98upjmMMLQ3PCmeZqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大安區,瑞安街,5.7,7.0,1 , 1,3.41,,,,168,車位,,,(含車位3.41坪)
1686,公園旁致遠透天,https://buy.yungching.com.tw/house/4742228,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtUD51xQ_9fYBIFAC4PgSgP8b-0PhPGe_naoW6wD5tYHgZHPYY-4WlmqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQsZu2OGHf6on1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,北投區,致遠三路,47.7,2.0,1 , 2,28.13,4.0,2.0,1.5,3380,透天厝,19.07,28.13,
1687,介壽敦小管理高樓,https://buy.yungching.com.tw/house/4742360,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvPRr_Sx78MQuovGI8wCDF3q2PL9eJb6G9ODUz8bNBOZHYKDRnTZSkXqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,松山區,八德路三段,38.5,12.0,11 , 11,27.13,4.0,1.0,1.0,2420,住宅大樓,2.09,21.93,
1688,近未來廣慈一樓,https://buy.yungching.com.tw/house/4742462,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsVCuqqLmBU54qRIHFOkUtC8JIyka-W_ReHkf9O8hgGSHzLIgIiYWCcqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,信義區,松山路,52.4,4.0,1 , 1,23.58,2.0,2.0,1.0,2250,公寓,9.76,23.58,
1689,捷運公園景觀豪邸,https://buy.yungching.com.tw/house/4742534,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvexOlktKx_qJi2QJDR9tv4vHjg4BvVzcKiHLtIIup7JG1aXw8mvY5KqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,北投區,光明路,6.7,27.0,27 , 27,106.09,3.0,2.0,3.0,6899,住宅大樓,7.57,47.35,(含車位24.95坪)
1690,文心精品典藏美宅,https://buy.yungching.com.tw/house/4742679,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCt8RKzjjdEh9TLpZ853MJoREeDgNkDohp5HhMd31w-8ksGyYDOWzEBOqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,內湖區,金湖路,8.3,26.0,1 , 1,115.87,2.0,2.0,3.0,9900,住宅大樓,13.2,50.95,(含車位36.62坪)
1691,園區鑽石級黑土屋,https://buy.yungching.com.tw/house/4742830,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsknYyUok3bng3cskSdbQwAWpPWYY46wUUzrZzo46IrsjULJF_dNZg8qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,南港區,園區街,46.9,2.0,1 , 1,23.33,3.0,2.0,1.0,3980,店面,7.86,23.33,
1692,北醫超稀有金店面,https://buy.yungching.com.tw/house/4742881,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCv3JFgOo2BzPzwcne_vJeA6Lw0qNPxn0GpT5sRp_uVFwR1AOAGnhjuaqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,信義區,吳興街,6.6,11.0,1 , 1,33.09,0.0,2.0,2.0,3420,辦公商業大樓,10.99,11.88,(含車位)
1693,至善稀有樹景美寓,https://buy.yungching.com.tw/house/4742930,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCttuIO_OYNAzOGrwUIOHkf0vcrXg_9Tr5aWVlMwpTJ7FdCzufKUfZxjqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQ7B1phpHz8Gf1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,士林區,至善路二段,49.9,3.0,3 , 3,26.82,6.0,4.0,3.0,1366,公寓,17.44,26.82,
1694,慶城十大經典名宅,https://buy.yungching.com.tw/house/4743369,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvVBDOqMj3YKAOiRSya1Kn50v8eutIHo2dI-qfkgnUbEsx1tISzH_o2qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,松山區,慶城街,33.2,17.0,12 , 12,91.84,5.0,2.0,3.0,11200,住宅大樓,12.78,64.16,(含車位13.22坪)
1695,博愛優質超讚辦公,https://buy.yungching.com.tw/house/4743985,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtRsuDSizYCUeZ3xO4E8N_ZpC7-F4jz7okFI0OHsCQZCf8CheDvMgckqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中正區,博愛路,43.8,11.0,7 , 7,73.69,4.0,1.0,1.0,4860,辦公商業大樓,7.61,53.84,
1696,富悅2房車位,https://buy.yungching.com.tw/house/4744419,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvow4jBgypldByTbjB36FR_J-k9-NIgcu-2kaYdzRi2rZlDi3Km4xaLqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,萬華區,西昌街,0.9,7.0,3 , 3,28.34,2.0,1.0,1.0,1850,華廈,4.52,12.26,(含車位4.94坪)
1697,知名連鎖餐飲店面,https://buy.yungching.com.tw/house/4744494,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu1J42RGjugILPnt9KJN9zUyaoUoMMRTxBZDOs830v162xCjyGJ_UKYqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,北投區,光明路,24.2,12.0,2 , 2,187.29,0.0,1.0,1.0,16800,店面,21.94,119.45,(含車位)
1698,低總價首選,https://buy.yungching.com.tw/house/4744539,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtw0TfVP-0lZGZXiODyCLVQjHsBW7TdVSSWW8hIVT6JQwkQySTy_DGMqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中山區,中山北路二段,44.0,8.0,8 , 8,11.81,1.0,1.0,1.0,888,辦公商業大樓,1.58,9.37,
1699,羅馬假期52,https://buy.yungching.com.tw/house/4744745,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCs6trYOD40NawUMyw8bMMgcflkLwO7_9iEaUxm0hPA8KODo20hyirVMqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中山區,樂群二路,12.7,11.0,5 , 5,15.09,0.0,1.0,1.0,1388,辦公商業大樓,2.68,10.02,
1700,陽光後棟兩房,https://buy.yungching.com.tw/house/4744762,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsVMtuyDCoGwvVxNltOunUK2YNtEuUAQBZYmPlugSOKpkd3tBmimEzpqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中山區,建國北路二段,32.8,15.0,3 , 3,15.48,2.0,1.0,1.0,1398,住宅大樓,1.8,11.23,
1701,安居電梯大空間,https://buy.yungching.com.tw/house/4744766,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtsdbs7sq0lncCDana_Npo25yzn64VxXy612Ugb7LhtupugeDSi7JMvqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,大安區,安居街,36.5,7.0,2 , 2,38.2,3.0,2.0,2.0,2880,華廈,7.28,36.44,
1702,高樓霸景邊間小宅,https://buy.yungching.com.tw/house/4744795,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu1jSQJa9wVdvxSQzLD6RfyO7oBLo5fBZctArcVSMCx-2J9hyl__GzrqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中正區,廈門街,10.5,14.0,13 , 13,19.07,0.0,1.0,1.0,1468,住宅大樓,2.33,11.39,
1703,文湖公寓一樓美邸,https://buy.yungching.com.tw/house/4744801,"https://p1-news.hfcdn.com/p1-news/NzkyMzI4bmV3cw,,/1b45412ca4e589fc.png/qs/w=480&h=0",內湖區,文湖街,40.4,4.0,1 , 1,30.06,4.0,2.0,3.0,1898,公寓,11.99,30.06,
1704,輕鬆築套房3樓,https://buy.yungching.com.tw/house/4744937,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu-J_5yEJDI_8ZEizBsHKStPOg5jicC0xHcBx6YsJORd_jUCAgDQjl0qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,萬華區,康定路,19.6,14.0,3 , 3,14.81,0.0,1.0,1.0,980,辦公商業大樓,1.17,7.65,(含車位3.43坪)
1705,板藍捷運稀有辦公,https://buy.yungching.com.tw/house/4744948,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCs__UbbDLGzrOpBkbI6rUMrUz1Q1kwdX31mLGCpctjbdaY3UlGEyjsaqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,萬華區,西園路一段,29.5,11.0,6 , 6,33.18,0.0,1.0,0.0,2298,辦公商業大樓,3.55,25.27,
1706,港墘麗山新婚首選,https://buy.yungching.com.tw/house/4744961,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuuIsB6t77StzdI-RzeIJcxsLp-HUdh6oEtOj6-0T9Zps6w_feuTiw-qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,內湖區,港華街,8.8,10.0,2 , 2,18.33,1.0,1.0,1.0,1630,華廈,3.0,11.22,
